Name,Date,Season,Phase,Position,Team,Birthyear,Weight,Size,10m Off,20m Off,30m Off,5_10_5,10m Off_index,20m Off_index,30m Off_index,5_10_5_index,Speed_index,10m Off_index_distance,20m Off_index_distance,30m Off_index_distance,5_10_5_index_distance,speed_index_distance,CMJ W/kg,SJ W/kg,SL CMJ L,SL CMJ R,CMJ W/kg_index,SJ W/kg_index,SL CMJ L_index,SL CMJ R_index,power_index,CMJ W/kg_index_distance,SJ W/kg_index_distance,SL CMJ L_index_distance,SL CMJ R_index_distance,power_index_distance,WG Ppeak,WG Ppeak W/kg,3min MMP,3min W/kg,WG Pavg W/kg,WG Ppeak_index,WG Ppeak W/kg_index,3min MMP_index,3min W/kg_index,WG Pavg W/kg_index,Endurance_index,WG Ppeak_index_distance,WG Ppeak W/kg_index_distance,3min MMP_index_distance,3min W/kg_index_distance,WG Pavg W/kg_index_distance,endurance_index_distance,IMTP,IMTP_index,IMTP_index_distance,AD Mx F 60 L,AD Mx F 60 R,AB Mx F 60 L,AB Mx F 60 R,AD Mx F 60 L_index,AD Mx F 60 R_index,AB Mx F 60 L_index,AB Mx F 60 R_index,Hip_index,AD Mx F 60 L_index_distance,AD Mx F 60 R_index_distance,AB Mx F 60 L_index_distance,AB Mx F 60 R_index_distance,hip_index_distance,SH Int L,SH Int R,SH Ext L,SH Ext R,SH Int L_index,SH Int R_index,SH Ext L_index,SH Ext R_index,Shoulder_index,SH Int L_index_distance,SH Int R_index_distance,SH Ext L_index_distance,SH Ext R_index_distance,shoulder_index_distance,Improvement_Recommendation,Best_Skill,Improvement_Recommendation_Category,Best_Skill_Category,assignedLine
A AF,2023-04-24,23/24,Pre-Season,W,NL,1992,85.0,181.0,1.84,3.11,,4.52,50.0,60.0,,66.0,59.0,-2.0,-4.0,0.0,5.0,0.0,54.7,,,,35.0,,,,35.0,-5.0,0.0,0.0,0.0,0.0,1107.0,13.0,316.0,3.72,,20.0,32.0,8.0,8.0,,17.0,-25.200000000000003,-28.0,-35.0,-42.0,0.0,-29.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3min W/kg,5_10_5,endurance,power,Line 1
A AF,2023-07-31,23/24,Pre-Season,W,NL,1992,87.5,182.5,1.81,3.07,,4.47,57.0,68.0,,73.0,66.0,0.4000000000000057,4.0,0.0,12.0,5.0,58.9,62.0,,,48.0,51.0,,,50.0,3.200000000000003,14.0,0.0,0.0,8.0,1345.0,15.3714285714286,359.0,4.1,,42.0,60.0,26.0,24.0,,38.0,-3.200000000000003,0.0,-17.0,-26.0,0.0,-8.0,,,0.0,517.0,558.0,400.625,406.75,62.0,70.0,20.0,26.0,44.0,1.0,8.0,-24.0,-19.5,-9.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3min W/kg,SJ W/kg,hip,power,Line 1
A AF,2024-04-22,24/25,Pre-Season,W,NL,1992,86.0,182.2,1.92,,4.41,4.45,30.0,,43.0,76.0,50.0,-22.0,0.0,-19.0,15.0,-7.0,58.6,59.1,36.7,36.3,47.0,43.0,44.0,40.0,44.0,2.200000000000003,6.0,8.0,7.0,2.0,1269.0,,351.0,4.08,9.32,35.0,,23.0,23.0,34.0,29.0,-10.200000000000005,0.0,-20.0,-27.0,-12.0,-17.0,2754.0,23.0,-12.0,501.0,551.0,362.0,339.0,59.0,69.0,9.0,8.0,36.0,-2.0,7.0,-35.0,-37.5,-17.5,160.0,190.0,165.0,177.0,17.0,44.0,38.0,50.0,37.0,-11.0,2.0,-11.0,-7.0,-7.0,AB Mx F 60 R,5_10_5,hip,power,Line 1
A AF,2024-06-24,24/25,Pre-Season,W,NL,1992,87.5,182.2,1.84,,4.34,4.46,50.0,,51.0,74.0,58.0,-2.0,0.0,-11.0,13.0,0.0,59.7,58.7,36.2,35.5,50.0,42.0,41.0,36.0,42.0,5.200000000000003,5.0,5.0,3.0,0.0,1376.0,,,,8.69,45.0,,,,19.0,32.0,-0.2000000000000028,0.0,0.0,0.0,-27.0,-14.0,3040.0,38.0,3.0,512.0,531.0,370.0,366.0,61.0,65.0,11.0,15.0,38.0,0.0,3.0,-33.0,-30.5,-15.5,198.0,233.0,166.0,177.0,33.0,60.0,39.0,50.0,46.0,5.0,18.0,-10.0,-7.0,2.0,AB Mx F 60 L,SH Int R,hip,IMTP,Line 1
A AF,2024-08-07,24/25,Pre-Season,W,NL,1992,91.0,182.0,1.8,,4.25,4.56,60.0,,62.0,61.0,61.0,3.4000000000000057,0.0,0.0,0.0,0.0,57.1,56.5,34.6,35.0,42.0,36.0,34.0,34.0,36.0,0.0,-1.0,-2.0,1.0,0.0,1419.0,,370.0,4.15,8.87,49.0,,31.0,26.0,24.0,32.0,0.0,0.0,-12.0,-24.0,-22.0,-14.0,3202.0,47.0,12.0,544.0,548.0,389.0,372.0,68.0,68.0,17.0,17.0,42.0,7.0,6.0,-27.0,-28.5,-11.5,230.0,216.0,169.0,194.0,46.0,54.0,40.0,57.0,49.0,18.0,12.0,-9.0,0.0,5.0,AB Mx F 60 R,SH Int L,endurance,IMTP,Line 1
AA BF,2023-07-31,23/24,Pre-Season,W,NL,1995,102.2,179.0,1.79,2.96,,4.44,62.0,92.0,,77.0,77.0,5.400000000000006,28.0,0.0,16.0,16.0,57.8,58.7,,,44.0,42.0,,,43.0,0.0,5.0,0.0,0.0,1.0,1605.0,15.7045009784736,415.0,4.06,,66.0,64.0,49.0,22.0,,50.0,16.200000000000003,4.0,6.0,-28.0,0.0,0.0,,,0.0,500.0,499.0,542.0,537.0,58.0,58.0,59.0,59.0,58.0,-3.0,-4.0,15.0,13.5,4.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3min W/kg,20m Off,endurance,speed,Line 1
AA BF,2024-08-07,24/25,Pre-Season,W,NL,1995,100.0,179.0,1.72,,4.01,4.69,79.0,,89.0,43.0,70.0,22.40000000000001,0.0,27.0,-18.0,9.0,56.7,58.3,37.7,38.6,41.0,41.0,48.0,51.0,45.0,0.0,4.0,12.0,18.0,3.0,1881.0,,439.0,4.43,9.93,92.0,,59.0,38.0,48.0,59.0,42.2,0.0,16.0,-12.0,2.0,9.0,2739.0,22.0,-13.0,435.0,437.0,527.0,527.0,44.0,44.0,55.0,57.0,50.0,-17.0,-18.0,11.0,11.5,-3.5,249.0,246.0,266.0,274.0,54.0,65.0,92.0,90.0,75.0,26.0,23.0,43.0,33.0,31.0,5_10_5,SH Ext L,IMTP,shoulder,Line 1
AB BG,2023-04-24,23/24,Pre-Season,W,NL,1997,85.1,178.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10m Off,10m Off,power,power,Line 1
AB BG,2023-07-31,23/24,Pre-Season,W,NL,1997,84.4,178.5,1.78,3.02,,,65.0,79.0,,,72.0,8.400000000000006,15.0,0.0,0.0,11.0,67.3,66.1,,,73.0,63.0,,,68.0,28.200000000000003,26.0,0.0,0.0,26.0,1443.0,17.0971563981043,,,,51.0,80.0,,,,66.0,1.2000000000000028,20.0,0.0,0.0,0.0,16.0,,,0.0,398.0,421.0,487.25,437.25,36.0,41.0,44.0,34.0,39.0,-25.0,-21.0,0.0,-11.5,-14.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,AD Mx F 60 L,CMJ W/kg,hip,power,Line 1
AB BG,2024-04-22,24/25,Pre-Season,W,NL,1997,83.7,179.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,71.4,70.8,45.2,45.9,85.0,76.0,84.0,88.0,83.0,40.2,39.0,48.0,55.0,41.0,1599.0,,394.0,4.75,10.45,65.0,,41.0,51.0,60.0,54.0,15.200000000000005,0.0,-2.0,1.0,14.0,4.0,2976.0,35.0,0.0,550.0,571.0,488.0,495.0,70.0,73.0,44.0,49.0,59.0,9.0,11.0,0.0,3.5,5.5,226.0,184.0,165.0,173.0,44.0,41.0,38.0,48.0,43.0,16.0,-1.0,-11.0,-9.0,-1.0,SH Ext L,SL CMJ R,shoulder,power,Line 1
AB BG,2024-06-24,24/25,Pre-Season,W,NL,1997,86.0,179.0,1.75,,4.11,4.46,72.0,,78.0,74.0,75.0,15.400000000000006,0.0,16.0,13.0,14.0,73.3,,46.4,45.6,90.0,,89.0,86.0,88.0,45.2,0.0,53.0,53.0,46.0,1648.0,,,,10.69,70.0,,,,66.0,68.0,20.200000000000003,0.0,0.0,0.0,20.0,18.0,2965.0,34.0,-1.0,561.0,580.0,544.0,522.0,72.0,75.0,60.0,56.0,66.0,11.0,13.0,16.0,10.5,12.5,179.0,171.0,109.0,202.0,25.0,36.0,8.0,60.0,32.0,-3.0,-6.0,-41.0,3.0,-12.0,SH Ext L,SL CMJ L,shoulder,power,Line 1
AB BG,2024-08-07,24/25,Pre-Season,W,NL,1997,83.3,179.0,1.69,,3.99,4.49,87.0,,92.0,70.0,83.0,30.40000000000001,0.0,30.0,9.0,22.0,73.7,70.2,46.9,43.2,92.0,74.0,92.0,74.0,83.0,47.2,37.0,56.0,41.0,41.0,1526.0,,405.0,4.88,11.82,59.0,,45.0,57.0,92.0,63.0,9.200000000000005,0.0,2.0,7.0,46.0,13.0,2885.0,30.0,-5.0,519.0,525.0,449.0,448.0,63.0,63.0,33.0,36.0,49.0,2.0,1.0,-11.0,-9.5,-4.5,199.0,175.0,180.0,196.0,33.0,38.0,46.0,58.0,44.0,5.0,-4.0,-3.0,1.0,0.0,AB Mx F 60 L,SL CMJ L,IMTP,power,Line 1
AC BH,2023-04-24,23/24,Pre-Season,D,NL,2000,78.8,172.5,1.82,3.03,,4.39,55.0,77.0,,84.0,72.0,0.0,13.0,0.0,23.0,11.0,64.2,,,,63.0,,,,63.0,18.200000000000003,0.0,0.0,0.0,21.0,1163.0,14.8,339.0,4.29,,25.0,53.0,18.0,32.0,,32.0,-20.200000000000003,-7.0,-25.0,-18.0,0.0,-14.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3min MMP,5_10_5,endurance,power,Line 1
AC BH,2023-07-31,23/24,Pre-Season,D,NL,2000,78.8,173.0,1.76,3.02,,4.4,70.0,79.0,,82.0,77.0,13.400000000000006,15.0,0.0,21.0,16.0,70.8,62.5,,,83.0,53.0,,,68.0,38.2,16.0,0.0,0.0,26.0,1287.0,16.3324873096447,366.0,4.64,,36.0,71.0,29.0,47.0,,46.0,-9.200000000000005,11.0,-14.0,-3.0,0.0,0.0,,,0.0,410.0,424.0,439.625,432.0,38.0,41.0,31.0,32.0,36.0,-23.0,-21.0,-13.0,-13.5,-17.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,AD Mx F 60 L,CMJ W/kg,hip,power,Line 1
AC BH,2024-04-22,24/25,Pre-Season,D,NL,2000,80.5,174.5,1.81,,4.27,4.52,57.0,,59.0,66.0,61.0,0.4000000000000057,0.0,-3.0,5.0,0.0,68.0,60.2,40.1,39.6,75.0,46.0,60.0,56.0,59.0,30.200000000000003,9.0,24.0,23.0,17.0,1390.0,,369.0,4.6,8.99,46.0,,30.0,45.0,26.0,37.0,0.0,0.0,-13.0,-5.0,-20.0,-9.0,2641.0,17.0,-18.0,445.5,467.25,449.5,445.75,46.0,51.0,34.0,36.0,42.0,-15.0,-11.0,-10.0,-9.5,-11.5,161.0,211.0,177.0,213.0,17.0,52.0,44.0,65.0,44.0,-11.0,10.0,-5.0,8.0,0.0,WG Pavg W/kg,CMJ W/kg,IMTP,power,Line 1
AC BH,2024-06-24,24/25,Pre-Season,D,NL,2000,78.5,174.5,1.76,,4.23,4.35,70.0,,64.0,89.0,74.0,13.400000000000006,0.0,2.0,28.0,13.0,67.8,64.6,42.3,42.2,74.0,59.0,70.0,69.0,68.0,29.200000000000003,22.0,34.0,36.0,26.0,1381.0,,,,9.98,45.0,,,,49.0,47.0,-0.2000000000000028,0.0,0.0,0.0,3.0,0.0,2572.0,14.0,-21.0,433.0,455.0,451.0,433.0,44.0,48.0,34.0,33.0,40.0,-17.0,-14.0,-10.0,-12.5,-13.5,183.0,176.0,142.0,188.0,26.0,38.0,26.0,54.0,36.0,-2.0,-4.0,-23.0,-3.0,-8.0,SH Ext L,SL CMJ R,IMTP,power,Line 1
AC BH,2024-08-07,24/25,Pre-Season,D,NL,2000,79.0,174.5,1.75,,4.15,4.37,72.0,,73.0,86.0,77.0,15.400000000000006,0.0,11.0,25.0,16.0,70.3,66.0,40.6,41.9,82.0,63.0,62.0,68.0,69.0,37.2,26.0,26.0,35.0,27.0,1410.0,,369.0,4.75,9.97,48.0,,30.0,51.0,49.0,44.0,0.0,0.0,-13.0,1.0,3.0,-2.0,2671.0,19.0,-16.0,450.0,456.0,485.0,465.0,47.0,48.0,44.0,41.0,45.0,-14.0,-14.0,0.0,-4.5,-8.5,182.0,137.0,182.0,209.0,26.0,23.0,47.0,63.0,40.0,-2.0,-19.0,-2.0,6.0,-4.0,SH Int R,CMJ W/kg,IMTP,power,Line 1
AC BI,2023-04-24,23/24,Pre-Season,W,NL,1995,89.7,184.5,1.85,3.15,,4.56,48.0,51.0,,61.0,53.0,-4.0,-13.0,0.0,0.0,-4.0,54.4,,,,34.0,,,,34.0,-6.0,0.0,0.0,0.0,-1.0,1246.0,13.9,416.0,4.67,,32.0,43.0,50.0,48.0,,43.0,-13.200000000000005,-17.0,7.0,-2.0,0.0,-3.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,WG Ppeak W/kg,3min MMP,speed,IMTP,
AC BI,2023-07-31,23/24,Pre-Season,W,NL,1995,89.3,185.0,1.86,3.2,,4.59,45.0,40.0,,57.0,47.0,-7.0,-24.0,0.0,-4.0,-10.0,56.0,54.1,,,39.0,29.0,,,34.0,-1.0,-8.0,0.0,0.0,-1.0,1612.0,18.0515117581187,450.0,5.06,,67.0,91.0,64.0,64.0,,72.0,17.200000000000003,31.0,21.0,14.0,0.0,22.0,,,0.0,554.0,615.0,506.875,497.25,70.0,83.0,50.0,49.0,63.0,9.0,21.0,6.0,3.5,9.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,20m Off,WG Ppeak W/kg,speed,endurance,
AC BI,2024-04-22,24/25,Pre-Season,W,NL,1995,87.8,184.5,1.93,,4.46,4.58,28.0,,37.0,58.0,41.0,-24.0,0.0,-25.0,-3.0,-16.0,55.3,54.0,29.2,31.1,37.0,29.0,8.0,14.0,22.0,-3.0,-8.0,-28.0,-19.0,-13.0,1561.0,,453.0,5.15,10.11,62.0,,65.0,68.0,52.0,62.0,12.200000000000005,0.0,22.0,18.0,6.0,12.0,3018.0,37.0,2.0,562.75,582.75,470.0,443.5,72.0,76.0,39.0,35.0,56.0,11.0,14.0,-5.0,-10.5,2.5,156.0,162.0,190.0,198.0,15.0,33.0,51.0,59.0,40.0,-13.0,-9.0,2.0,2.0,-4.0,SL CMJ L,3min MMP,speed,endurance,
AC BI,2024-06-24,24/25,Pre-Season,W,NL,1995,86.9,184.5,1.81,,4.28,4.55,57.0,,58.0,62.0,59.0,0.4000000000000057,0.0,-4.0,1.0,0.0,56.3,55.4,29.6,30.3,40.0,33.0,10.0,10.0,23.0,0.0,-4.0,-26.0,-23.0,-12.0,1703.0,,,,11.11,75.0,,,,75.0,75.0,25.200000000000003,0.0,0.0,0.0,29.0,25.0,3029.0,38.0,3.0,563.0,602.0,531.0,494.0,72.0,80.0,56.0,48.0,64.0,11.0,18.0,12.0,2.5,10.5,146.0,155.0,171.0,200.0,11.0,30.0,41.0,59.0,35.0,-17.0,-12.0,-8.0,2.0,-9.0,SL CMJ L,WG Pavg W/kg,power,endurance,
AC BI,2024-08-07,24/25,Pre-Season,W,NL,1995,86.7,184.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1571.0,,452.0,5.2,10.58,63.0,,64.0,70.0,63.0,65.0,13.200000000000005,0.0,21.0,20.0,17.0,15.0,3029.0,38.0,3.0,582.0,611.0,511.0,458.0,77.0,82.0,51.0,39.0,62.0,16.0,20.0,7.0,-6.5,8.5,140.0,140.0,197.0,182.0,8.0,24.0,55.0,52.0,35.0,-20.0,-18.0,6.0,-5.0,-9.0,SH Int L,3min MMP,shoulder,endurance,
AE BJ,2024-06-24,24/25,Pre-Season,C,Prospect,2002,81.9,,1.88,,4.53,4.73,40.0,,29.0,38.0,36.0,-12.0,0.0,-33.0,-23.0,-21.0,51.9,49.0,29.7,30.9,27.0,15.0,11.0,13.0,16.0,-13.0,-22.0,-25.0,-20.0,-19.0,1127.0,,,,9.99,21.0,,,,49.0,35.0,-24.200000000000003,0.0,0.0,0.0,3.0,-11.0,2942.0,33.0,-2.0,525.0,539.0,409.0,455.0,64.0,66.0,22.0,38.0,48.0,3.0,4.0,-22.0,-7.5,-5.5,207.0,174.0,202.0,179.0,36.0,37.0,58.0,51.0,46.0,8.0,-5.0,9.0,-6.0,2.0,30m Off,SH Ext L,speed,shoulder,
B AG,2023-04-24,23/24,Pre-Season,D,NL,1995,97.8,191.5,1.97,3.34,,4.8,18.0,10.0,,28.0,19.0,-34.0,-54.0,0.0,-33.0,-38.0,52.6,,,,29.0,,,,29.0,-11.0,0.0,0.0,0.0,-6.0,1030.0,11.1,364.0,3.72,,12.0,10.0,28.0,8.0,,14.0,-33.2,-50.0,-15.0,-42.0,0.0,-32.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,20m Off,30m Off,speed,IMTP,
B AG,2023-07-31,23/24,Pre-Season,D,NL,1995,95.6,191.5,1.94,3.29,,4.87,25.0,21.0,,19.0,22.0,-27.0,-43.0,0.0,-42.0,-35.0,57.2,55.5,,,43.0,33.0,,,38.0,0.0,-4.0,0.0,0.0,0.0,1289.0,13.4832635983264,372.0,3.9,,36.0,38.0,31.0,16.0,,30.0,-9.200000000000005,-22.0,-12.0,-34.0,0.0,-16.0,,,0.0,506.0,521.0,418.5,459.25,60.0,62.0,25.0,39.0,46.0,-1.0,0.0,-19.0,-6.5,-7.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,20m Off,30m Off,speed,power,
B AG,2024-06-24,24/25,Pre-Season,D,NL,1995,95.1,191.5,2.01,,4.71,,8.0,,8.0,,8.0,-44.0,0.0,-54.0,0.0,-49.0,52.4,50.1,32.3,31.4,28.0,18.0,23.0,16.0,21.0,-12.0,-19.0,-13.0,-17.0,-14.0,1314.0,,,,9.15,39.0,,,,30.0,34.0,-6.200000000000003,0.0,0.0,0.0,-16.0,-12.0,3267.0,50.0,15.0,494.0,504.0,404.0,478.0,57.0,59.0,21.0,44.0,45.0,-4.0,-3.0,-23.0,-1.5,-8.5,166.0,161.0,163.0,181.0,19.0,32.0,37.0,51.0,35.0,-9.0,-10.0,-12.0,-6.0,-9.0,30m Off,IMTP,speed,IMTP,
B AG,2024-08-07,24/25,Pre-Season,D,NL,1995,99.4,192.5,1.97,,4.7,4.95,18.0,,9.0,8.0,12.0,-34.0,0.0,-53.0,-53.0,-45.0,53.4,52.6,34.0,31.1,31.0,25.0,31.0,14.0,25.0,-9.0,-12.0,-5.0,-19.0,-10.0,1312.0,,391.0,4.09,10.1,39.0,,39.0,24.0,52.0,38.0,-6.200000000000003,0.0,-4.0,-26.0,6.0,-8.0,3281.0,51.0,16.0,429.0,469.0,491.0,432.0,43.0,51.0,45.0,32.0,43.0,-18.0,-11.0,1.0,-13.5,-10.5,152.0,204.0,189.0,204.0,13.0,49.0,51.0,61.0,44.0,-15.0,7.0,2.0,4.0,0.0,30m Off,IMTP,speed,IMTP,
C AH,2024-04-22,24/25,Pre-Season,D,NL,1996,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,52.2,,,,28.0,,,,28.0,-12.0,0.0,0.0,0.0,-7.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,CMJ W/kg,10m Off,power,speed,
C Phil,2024-06-24,24/25,Pre-Season,C,NL,1999,101.6,184.0,1.88,,4.36,4.76,40.0,,49.0,34.0,41.0,-12.0,0.0,-13.0,-27.0,-16.0,52.6,51.2,33.9,34.4,29.0,21.0,30.0,31.0,28.0,-11.0,-16.0,-6.0,-2.0,-7.0,1440.0,,,,8.49,51.0,,,,15.0,33.0,1.2000000000000028,0.0,0.0,0.0,-31.0,-13.0,3509.0,63.0,28.0,557.0,603.0,592.0,640.0,71.0,80.0,73.0,86.0,78.0,10.0,18.0,29.0,40.5,24.5,165.0,152.0,198.0,187.0,19.0,29.0,56.0,54.0,40.0,-9.0,-13.0,7.0,-3.0,-4.0,WG Pavg W/kg,AB Mx F 60 R,speed,IMTP,
C Phil,2024-08-07,24/25,Pre-Season,C,NL,1999,98.1,184.0,1.82,,4.36,4.68,55.0,,49.0,45.0,50.0,0.0,0.0,-13.0,-16.0,-7.0,51.3,49.8,33.6,35.3,25.0,17.0,29.0,35.0,26.0,-15.0,-20.0,-7.0,2.0,-9.0,1486.0,,466.0,4.81,9.17,55.0,,70.0,54.0,30.0,52.0,5.200000000000003,0.0,27.0,4.0,-16.0,2.0,3742.0,75.0,40.0,550.0,592.0,569.0,570.0,70.0,78.0,67.0,68.0,71.0,9.0,16.0,23.0,22.5,17.5,184.0,189.0,218.0,201.0,27.0,43.0,66.0,60.0,49.0,-1.0,1.0,17.0,3.0,5.0,SJ W/kg,IMTP,power,IMTP,
D AI,2023-04-24,23/24,Pre-Season,W,NL,1998,104.0,183.5,1.88,3.13,,4.69,40.0,55.0,,43.0,46.0,-12.0,-9.0,0.0,-18.0,-11.0,53.6,,,,32.0,,,,32.0,-8.0,0.0,0.0,0.0,-3.0,1280.0,12.3,469.0,4.51,,36.0,24.0,71.0,41.0,,43.0,-9.200000000000005,-36.0,28.0,-9.0,0.0,-3.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,WG Ppeak W/kg,3min MMP,speed,IMTP,
D AI,2023-07-31,23/24,Pre-Season,W,NL,1998,104.3,184.0,1.87,3.19,,4.58,43.0,43.0,,58.0,48.0,-9.0,-21.0,0.0,-3.0,-9.0,55.2,57.9,,,37.0,40.0,,,38.0,-3.0,3.0,0.0,0.0,0.0,1713.0,16.4237775647172,483.0,5.72,,76.0,72.0,77.0,92.0,,79.0,26.200000000000003,12.0,34.0,42.0,0.0,29.0,,,0.0,604.0,626.0,629.75,654.125,82.0,85.0,84.0,90.0,85.0,21.0,23.0,40.0,44.5,31.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,20m Off,AB Mx F 60 R,speed,hip,
D AI,2024-04-22,24/25,Pre-Season,W,NL,1998,98.4,184.0,1.87,,4.36,4.75,43.0,,49.0,35.0,42.0,-9.0,0.0,-13.0,-26.0,-15.0,54.2,50.7,34.2,35.1,34.0,20.0,32.0,34.0,30.0,-6.0,-17.0,-4.0,1.0,-5.0,1427.0,,444.0,4.51,8.42,49.0,,61.0,41.0,13.0,41.0,0.0,0.0,18.0,-9.0,-33.0,-5.0,3350.0,54.0,19.0,513.25,546.75,568.0,578.5,61.0,68.0,67.0,70.0,66.0,0.0,6.0,23.0,24.5,12.5,232.0,251.0,165.0,195.0,47.0,67.0,38.0,57.0,52.0,19.0,25.0,-11.0,0.0,8.0,WG Pavg W/kg,SH Int R,speed,IMTP,
D AI,2024-06-24,24/25,Pre-Season,W,NL,1998,102.4,184.0,1.83,,4.35,4.62,52.0,,50.0,53.0,52.0,0.0,0.0,-12.0,-8.0,-5.0,51.4,49.3,30.9,32.8,25.0,16.0,16.0,23.0,20.0,-15.0,-21.0,-20.0,-10.0,-15.0,1579.0,,,,8.99,64.0,,,,26.0,45.0,14.200000000000005,0.0,0.0,0.0,-20.0,-1.0,4062.0,92.0,57.0,563.0,587.0,641.0,662.0,72.0,77.0,87.0,92.0,82.0,11.0,15.0,43.0,46.5,28.5,323.0,266.0,195.0,204.0,85.0,73.0,54.0,61.0,68.0,57.0,31.0,5.0,4.0,24.0,SJ W/kg,IMTP,power,IMTP,
D AI,2024-08-07,24/25,Pre-Season,W,NL,1998,99.9,184.0,1.84,,4.33,4.58,50.0,,52.0,58.0,53.0,-2.0,0.0,-10.0,-3.0,-4.0,53.8,54.2,32.3,34.5,32.0,29.0,23.0,31.0,29.0,-8.0,-8.0,-13.0,-2.0,-6.0,1459.0,,472.0,4.81,9.03,52.0,,73.0,54.0,27.0,52.0,2.200000000000003,0.0,30.0,4.0,-19.0,2.0,3978.0,87.0,52.0,549.0,588.0,623.0,610.0,69.0,77.0,82.0,78.0,76.0,8.0,15.0,38.0,32.5,22.5,339.0,314.0,201.0,221.0,92.0,92.0,57.0,68.0,77.0,64.0,50.0,8.0,11.0,33.0,WG Pavg W/kg,SH Int L,power,IMTP,
E AJ,2023-04-24,23/24,Pre-Season,W,NL,1994,79.0,176.5,1.87,3.18,,4.56,43.0,45.0,,61.0,50.0,-9.0,-19.0,0.0,0.0,-7.0,53.7,,,,32.0,,,,32.0,-8.0,0.0,0.0,0.0,-3.0,1130.0,13.9,385.0,4.87,,22.0,43.0,37.0,56.0,,40.0,-23.200000000000003,-17.0,-6.0,6.0,0.0,-6.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,WG Ppeak,3min W/kg,speed,IMTP,
E AJ,2023-07-31,23/24,Pre-Season,W,NL,1994,81.4,177.0,1.82,3.09,,4.5,55.0,64.0,,69.0,63.0,0.0,0.0,0.0,8.0,2.0,57.7,58.4,,,44.0,41.0,,,42.0,0.0,4.0,0.0,0.0,0.0,1461.0,17.9484029484029,418.0,5.14,,53.0,90.0,50.0,67.0,,65.0,3.200000000000003,30.0,7.0,17.0,0.0,15.0,,,0.0,553.0,544.0,485.0,457.875,70.0,67.0,44.0,39.0,55.0,9.0,5.0,0.0,-6.5,1.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,AB Mx F 60 R,WG Ppeak W/kg,power,endurance,
E AJ,2024-04-22,24/25,Pre-Season,W,NL,1994,81.8,177.0,1.89,,4.41,4.55,38.0,,43.0,62.0,48.0,-14.0,0.0,-19.0,1.0,-9.0,56.1,54.7,31.0,30.9,39.0,31.0,17.0,13.0,25.0,-1.0,-6.0,-19.0,-20.0,-10.0,1380.0,,416.0,5.14,9.42,45.0,,50.0,67.0,36.0,50.0,-0.2000000000000028,0.0,7.0,17.0,-10.0,0.0,2895.0,31.0,-4.0,518.0,525.0,479.0,441.0,62.0,63.0,42.0,35.0,50.0,1.0,1.0,-2.0,-10.5,-3.5,158.0,115.0,143.0,78.0,16.0,15.0,26.0,8.0,16.0,-12.0,-27.0,-23.0,-49.0,-28.0,SH Ext R,3min W/kg,shoulder,endurance,
E AJ,2024-06-24,24/25,Pre-Season,W,NL,1994,81.8,177.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,58.5,,,,46.0,,,,46.0,1.2000000000000028,0.0,0.0,0.0,4.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10m Off,power,speed,power,
